Gene name	Gene stable ID
rgs8	ENSDARG00000070037
slc35e3	ENSDARG00000045493
zgc:172065	ENSDARG00000078093
zgc:174259	ENSDARG00000091136
il10rb	ENSDARG00000078042
smc4	ENSDARG00000038882
	ENSDARG00000102040
sdcbp	ENSDARG00000030097
	ENSDARG00000097755
SYT6	ENSDARG00000031463
tas1r2.1	ENSDARG00000053135
chaf1a	ENSDARG00000062152
ddt	ENSDARG00000044751
si:dkey-151p11.2	ENSDARG00000102807
lyrm9	ENSDARG00000075528
hmgcrb	ENSDARG00000105206
	ENSDARG00000093516
	ENSDARG00000098082
odad3	ENSDARG00000062978
acbd3	ENSDARG00000042623
zgc:152968	ENSDARG00000037002
si:dkey-78a14.4	ENSDARG00000036066
	ENSDARG00000104678
qdprb.4	ENSDARG00000090822
	ENSDARG00000095015
	ENSDARG00000093463
alox5a	ENSDARG00000057273
epha4a	ENSDARG00000054454
	ENSDARG00000088836
mtap	ENSDARG00000037261
	ENSDARG00000095913
	ENSDARG00000092523
si:ch73-196i15.3	ENSDARG00000094281
tmem51b	ENSDARG00000061916
cdca4	ENSDARG00000042319
ntn1a	ENSDARG00000105112
	ENSDARG00000101292
	ENSDARG00000078297
MYH9	ENSDARG00000001014
pan3	ENSDARG00000031637
	ENSDARG00000017111
lysmd4	ENSDARG00000068702
etv5a	ENSDARG00000069763
	ENSDARG00000096951
eef2a.2	ENSDARG00000042065
pdca	ENSDARG00000011886
	ENSDARG00000099520
e2f8	ENSDARG00000057323
cyp26a1	ENSDARG00000033999
si:dkey-248g15.3	ENSDARG00000097959
lrrc10	ENSDARG00000045612
elp2	ENSDARG00000017199
il7r	ENSDARG00000078970
si:ch211-161c3.6	ENSDARG00000078781
rbm39a	ENSDARG00000011613
snx9a	ENSDARG00000000837
si:dkey-83f18.7	ENSDARG00000088252
zgc:153151	ENSDARG00000069563
lig1	ENSDARG00000060041
cnsta	ENSDARG00000086283
slc22a2	ENSDARG00000030530
	ENSDARG00000105567
	ENSDARG00000091845
	ENSDARG00000116830
znf385b	ENSDARG00000006065
cyp2k22	ENSDARG00000040433
chmp4c	ENSDARG00000007418
cldn3c	ENSDARG00000069503
csmd1a	ENSDARG00000044414
nol4la	ENSDARG00000074902
	ENSDARG00000093432
	ENSDARG00000102448
slc38a3a	ENSDARG00000027065
mhc1lca	ENSDARG00000055813
si:dkey-34e4.1	ENSDARG00000022085
slc5a5	ENSDARG00000005392
dipk1aa	ENSDARG00000062955
	ENSDARG00000093885
si:ch73-40a17.4	ENSDARG00000097928
slc30a5	ENSDARG00000051921
	ENSDARG00000095824
lrrc75a	ENSDARG00000076834
si:ch211-195b11.3	ENSDARG00000100582
kif3b	ENSDARG00000101120
armc8	ENSDARG00000062258
si:rp71-1i20.2	ENSDARG00000043198
	ENSDARG00000054882
	ENSDARG00000100085
GPR108	ENSDARG00000096651
tmcc2	ENSDARG00000046007
	ENSDARG00000093244
morn4	ENSDARG00000039062
	ENSDARG00000100995
cdk7	ENSDARG00000051916
zdhhc13	ENSDARG00000101144
mfap4.11	ENSDARG00000094408
gnai1	ENSDARG00000021647
	ENSDARG00000096957
tbcela	ENSDARG00000002682
buc	ENSDARG00000096095
gna11a	ENSDARG00000010002
calm3a	ENSDARG00000100825
si:ch211-269k10.5	ENSDARG00000090473
smyd2a	ENSDARG00000055151
	ENSDARG00000092137
smek1	ENSDARG00000042187
pcnx4	ENSDARG00000060785
	ENSDARG00000070015
pnpla4	ENSDARG00000069834
gnsb	ENSDARG00000098296
ptprnb	ENSDARG00000077047
WDFY3	ENSDARG00000078890
	ENSDARG00000097915
	ENSDARG00000095565
	ENSDARG00000101263
ANK3	ENSDARG00000061736
	ENSDARG00000101476
	ENSDARG00000058566
	ENSDARG00000102926
	ENSDARG00000088492
arl14ep	ENSDARG00000001210
	ENSDARG00000094593
mfap4.10	ENSDARG00000096586
	ENSDARG00000115670
nrxn2a	ENSDARG00000061454
	ENSDARG00000103689
rab11a	ENSDARG00000041450
	ENSDARG00000104899
	ENSDARG00000100179
or90b2	ENSDARG00000070344
styxl1	ENSDARG00000026338
rbp3	ENSDARG00000059163
cnr1	ENSDARG00000009020
ftr51	ENSDARG00000029105
tmt1a.2	ENSDARG00000028478
	ENSDARG00000097878
dnai4	ENSDARG00000044400
gdpd5b	ENSDARG00000076962
malb	ENSDARG00000030094
PRTG	ENSDARG00000040442
chchd2	ENSDARG00000059304
itih3b.2	ENSDARG00000100406
crygs3	ENSDARG00000025943
	ENSDARG00000103112
	ENSDARG00000097206
	ENSDARG00000091930
sult1st4	ENSDARG00000003181
tmem30b	ENSDARG00000054122
	ENSDARG00000070065
si:dkey-63j12.4	ENSDARG00000089556
si:ch211-51e12.7	ENSDARG00000045914
rad21b	ENSDARG00000035655
ifitm5	ENSDARG00000105153
si:dkey-84o3.7	ENSDARG00000095687
acot22	ENSDARG00000058945
mrps33	ENSDARG00000020015
abhd8b	ENSDARG00000076620
	ENSDARG00000098912
	ENSDARG00000111218
cables1	ENSDARG00000099395
	ENSDARG00000077582
	ENSDARG00000102357
mbtps2	ENSDARG00000057577
gpr137	ENSDARG00000037244
	ENSDARG00000103890
	ENSDARG00000092697
med22	ENSDARG00000014148
cenpf	ENSDARG00000055133
vdac2	ENSDARG00000013623
	ENSDARG00000096974
dnpep	ENSDARG00000022599
si:ch73-368j24.12	ENSDARG00000105502
abca1a	ENSDARG00000074635
	ENSDARG00000096218
parp2	ENSDARG00000079202
rnf19b	ENSDARG00000060926
	ENSDARG00000058892
si:dkey-73p2.1	ENSDARG00000095739
	ENSDARG00000054649
	ENSDARG00000093565
tspan11	ENSDARG00000001781
	ENSDARG00000099699
adipor2	ENSDARG00000101849
fxyd3	ENSDARG00000099014
	ENSDARG00000092793
ddi2	ENSDARG00000006477
prkra	ENSDARG00000076718
her9	ENSDARG00000056438
kcnk1b	ENSDARG00000017254
CORIN	ENSDARG00000101281
anxa5b	ENSDARG00000016470
zgc:162608	ENSDARG00000069375
KSR2	ENSDARG00000094526
RYR2	ENSDARG00000003706
	ENSDARG00000090863
fzd3a	ENSDARG00000021664
haus8	ENSDARG00000109646
hao1	ENSDARG00000024160
cpsf1	ENSDARG00000034178
mark3b	ENSDARG00000026630
	ENSDARG00000056334
	ENSDARG00000026329
	ENSDARG00000104957
	ENSDARG00000096074
	ENSDARG00000054218
	ENSDARG00000097058
wdr6	ENSDARG00000078571
zgc:174355	ENSDARG00000113889
med25	ENSDARG00000038005
BTAF1	ENSDARG00000060089
mppe1	ENSDARG00000045416
si:dkey-14d8.6	ENSDARG00000045835
	ENSDARG00000035796
elp1	ENSDARG00000094204
ccdc28a	ENSDARG00000022983
	ENSDARG00000097179
snap23.2	ENSDARG00000055252
paxip1	ENSDARG00000005606
	ENSDARG00000079742
paqr3b	ENSDARG00000044253
barx2	ENSDARG00000041098
mthfr	ENSDARG00000053087
	ENSDARG00000076689
mrps11	ENSDARG00000075129
	ENSDARG00000022615
mrpl37	ENSDARG00000062916
	ENSDARG00000092191
	ENSDARG00000098842
nrros	ENSDARG00000071491
rassf2a	ENSDARG00000029865
cmah	ENSDARG00000057714
copz2	ENSDARG00000006786
zgc:92744	ENSDARG00000076223
sult6b1	ENSDARG00000086826
ankrd10b	ENSDARG00000004771
	ENSDARG00000030634
si:ch211-285c6.2	ENSDARG00000079234
ubxn1	ENSDARG00000090309
	ENSDARG00000096573
noxa1	ENSDARG00000056047
bora	ENSDARG00000042688
znf451	ENSDARG00000076939
	ENSDARG00000099780
trim25	ENSDARG00000104396
	ENSDARG00000100695
ppih	ENSDARG00000041530
paox1	ENSDARG00000043403
rpain	ENSDARG00000063021
flot1b	ENSDARG00000037998
	ENSDARG00000091978
vgll4l	ENSDARG00000068409
sgf29	ENSDARG00000002339
	ENSDARG00000101275
terb2	ENSDARG00000039477
plscr3b	ENSDARG00000069432
hnrnpub	ENSDARG00000004735
	ENSDARG00000097409
exosc1	ENSDARG00000059841
fut9b.6	ENSDARG00000102554
	ENSDARG00000097585
	ENSDARG00000097923
	ENSDARG00000096961
smim29	ENSDARG00000090634
cd248b	ENSDARG00000077938
znf654	ENSDARG00000079350
galnt2	ENSDARG00000003829
si:ch211-278j3.3	ENSDARG00000020284
	ENSDARG00000096842
casp7	ENSDARG00000091836
cd151l	ENSDARG00000068629
	ENSDARG00000095410
ddx56	ENSDARG00000020913
prrc2a	ENSDARG00000031494
	ENSDARG00000094270
prelp	ENSDARG00000070597
psmb8a	ENSDARG00000001303
	ENSDARG00000099493
	ENSDARG00000095587
acot9.2	ENSDARG00000058390
szrd1	ENSDARG00000056338
si:ch211-12h2.8	ENSDARG00000088923
rgl1	ENSDARG00000005989
brd3b	ENSDARG00000100129
	ENSDARG00000078912
	ENSDARG00000094315
desi1b	ENSDARG00000089529
	ENSDARG00000101073
dcp1b	ENSDARG00000045484
	ENSDARG00000102246
	ENSDARG00000114580
thoc5	ENSDARG00000038290
cnot6a	ENSDARG00000008255
ptf1a	ENSDARG00000014479
EPB41L4B	ENSDARG00000061398
ptpra	ENSDARG00000001769
	ENSDARG00000099725
brinp3a.2	ENSDARG00000061051
cremb	ENSDARG00000102899
bglap	ENSDARG00000058414
rap2c	ENSDARG00000015649
xpr1b	ENSDARG00000029671
cyp11a1.1	ENSDARG00000002347
tmem104	ENSDARG00000088560
	ENSDARG00000103351
	ENSDARG00000091948
ptenb	ENSDARG00000056623
	ENSDARG00000097393
sfxn5b	ENSDARG00000026137
	ENSDARG00000095803
	ENSDARG00000103870
	ENSDARG00000092471
RBFOX3	ENSDARG00000010083
si:dkey-61p9.7	ENSDARG00000068865
	ENSDARG00000115311
	ENSDARG00000067537
c1qa	ENSDARG00000044613
capn3b	ENSDARG00000043035
cyp2u1	ENSDARG00000026548
rgs12b	ENSDARG00000036774
impdh2	ENSDARG00000006900
pdia4	ENSDARG00000018491
zic1	ENSDARG00000015567
si:ch211-14c7.2	ENSDARG00000094522
	ENSDARG00000069011
lmna	ENSDARG00000013415
rpl9	ENSDARG00000037350
ccdc137	ENSDARG00000104024
dbx1a	ENSDARG00000086393
nfatc3a	ENSDARG00000076297
pimr120	ENSDARG00000109993
rbbp5	ENSDARG00000042147
RASSF9	ENSDARG00000074721
	ENSDARG00000097745
METTL21C	ENSDARG00000078878
	ENSDARG00000096695
gfpt2	ENSDARG00000044094
tcof1	ENSDARG00000087555
pole4	ENSDARG00000013016
dennd5b	ENSDARG00000003789
morc2	ENSDARG00000028539
atxn2l	ENSDARG00000011597
	ENSDARG00000086052
ifi27.3	ENSDARG00000074217
	ENSDARG00000093707
rergla	ENSDARG00000019396
col5a3b	ENSDARG00000101816
mcm3	ENSDARG00000024204
rbm8a	ENSDARG00000016516
	ENSDARG00000095615
aebp1b	ENSDARG00000006901
si:ch73-281i18.3	ENSDARG00000089402
emc10	ENSDARG00000054793
arih2	ENSDARG00000012848
scamp3	ENSDARG00000016765
	ENSDARG00000096915
p3h4	ENSDARG00000104089
	ENSDARG00000094305
fbxl15	ENSDARG00000005284
si:dkey-172k15.3	ENSDARG00000097215
soat1	ENSDARG00000062297
gabpb2a	ENSDARG00000007943
rpl22	ENSDARG00000070437
panx1b	ENSDARG00000014910
	ENSDARG00000097359
wbp2nl	ENSDARG00000044852
senp3b	ENSDARG00000056741
	ENSDARG00000110797
	ENSDARG00000114938
b3gnt7l	ENSDARG00000053133
	ENSDARG00000074712
get1	ENSDARG00000074271
F2R	ENSDARG00000086262
	ENSDARG00000105361
tead3b	ENSDARG00000063649
penkb	ENSDARG00000036045
atp2b1b	ENSDARG00000007788
atp5mc1	ENSDARG00000056008
rgs16	ENSDARG00000040177
rapgef4b	ENSDARG00000075924
ZBTB17	ENSDARG00000074548
patj	ENSDARG00000024964
abcb11a	ENSDARG00000011573
ctss1	ENSDARG00000036940
snapc5	ENSDARG00000062476
tchp	ENSDARG00000035605
si:ch211-147a11.3	ENSDARG00000069009
suv39h1a	ENSDARG00000026799
hoxd4a	ENSDARG00000059276
	ENSDARG00000095696
	ENSDARG00000091938
ambn	ENSDARG00000075598
	ENSDARG00000099076
tgm5l	ENSDARG00000098837
spcs3	ENSDARG00000089976
gsdmea	ENSDARG00000086762
arpc4l	ENSDARG00000058225
mtmr9	ENSDARG00000015860
	ENSDARG00000095214
chmp7	ENSDARG00000041362
abcc5	ENSDARG00000061233
trappc3	ENSDARG00000045364
galnt16	ENSDARG00000053190
	ENSDARG00000100049
	ENSDARG00000097618
vtg1	ENSDARG00000092233
ifi44c2	ENSDARG00000060322
cdc34a	ENSDARG00000069708
smarcb1b	ENSDARG00000011594
hacl1	ENSDARG00000020529
zgc:66483	ENSDARG00000099612
	ENSDARG00000062519
	ENSDARG00000096433
wdr31	ENSDARG00000073808
zgc:153372	ENSDARG00000068967
exd3	ENSDARG00000063140
pabpn1	ENSDARG00000045373
txnipb	ENSDARG00000070000
fhdc3	ENSDARG00000069129
rtknb	ENSDARG00000052903
clasrp	ENSDARG00000061742
slc18b1	ENSDARG00000044047
	ENSDARG00000096911
si:dkey-12j5.1	ENSDARG00000089480
il1rapl1a	ENSDARG00000062045
mgat3a	ENSDARG00000038069
csad	ENSDARG00000026348
	ENSDARG00000077327
cfap52	ENSDARG00000101679
si:ch211-222e20.4	ENSDARG00000092578
	ENSDARG00000060340
si:ch211-271e10.2	ENSDARG00000092667
dhrs13a.3	ENSDARG00000041137
	ENSDARG00000109991
	ENSDARG00000100430
	ENSDARG00000098898
	ENSDARG00000093383
mhc1laa	ENSDARG00000016056
epn1a	ENSDARG00000010411
znf1053	ENSDARG00000098270
	ENSDARG00000093972
npm1b	ENSDARG00000037675
gabbr2	ENSDARG00000061042
ftr43	ENSDARG00000076106
ALDH1L2	ENSDARG00000070230
	ENSDARG00000089814
	ENSDARG00000097883
bcat2	ENSDARG00000054849
mllt3	ENSDARG00000006754
	ENSDARG00000041399
gfm1	ENSDARG00000063624
tmem120b	ENSDARG00000042929
tlx3b	ENSDARG00000017615
sh3gl1b	ENSDARG00000002642
	ENSDARG00000097392
nr2f2	ENSDARG00000040926
	ENSDARG00000078489
si:ch1073-224n8.1	ENSDARG00000104485
coq8b	ENSDARG00000101130
edil3a	ENSDARG00000093413
	ENSDARG00000097151
si:ch211-284o19.8	ENSDARG00000053836
nudcd3	ENSDARG00000098361
plvapb	ENSDARG00000045003
gpr61l	ENSDARG00000003900
tp63	ENSDARG00000044356
ncbp2as2	ENSDARG00000104726
nfyal	ENSDARG00000001621
	ENSDARG00000105383
si:dkey-202e22.2	ENSDARG00000061260
mpst	ENSDARG00000093235
	ENSDARG00000094038
ifi35	ENSDARG00000075643
	ENSDARG00000091746
	ENSDARG00000101867
rnf180b	ENSDARG00000057101
si:dkey-219e21.4	ENSDARG00000096804
bbs7	ENSDARG00000059911
mrps24	ENSDARG00000100116
	ENSDARG00000100131
or90h4	ENSDARG00000105803
ddx20	ENSDARG00000061204
	ENSDARG00000097911
znhit1	ENSDARG00000054574
gatd3l	ENSDARG00000094516
vgll2a	ENSDARG00000041706
si:ch211-226h8.4	ENSDARG00000086221
caln1	ENSDARG00000088898
	ENSDARG00000097035
	ENSDARG00000092379
tp73	ENSDARG00000017953
HFM1	ENSDARG00000104288
prrx1b	ENSDARG00000042027
dlec1	ENSDARG00000075825
spic	ENSDARG00000012435
col28a2a	ENSDARG00000076321
si:ch211-59o9.10	ENSDARG00000089967
p2ry12	ENSDARG00000069945
	ENSDARG00000094604
rpl21	ENSDARG00000010516
or90a1	ENSDARG00000070341
scnm1	ENSDARG00000003027
	ENSDARG00000099626
opn9	ENSDARG00000104231
hapln1a	ENSDARG00000089769
snapc3	ENSDARG00000101474
npm1a	ENSDARG00000014329
	ENSDARG00000092702
	ENSDARG00000093001
	ENSDARG00000095786
afap1l2	ENSDARG00000074806
wdr17	ENSDARG00000075098
epyc	ENSDARG00000056950
	ENSDARG00000105574
	ENSDARG00000056502
CNKSR2	ENSDARG00000074480
itih3b.1	ENSDARG00000102722
	ENSDARG00000099377
igfbp3	ENSDARG00000099144
ube2b	ENSDARG00000026035
	ENSDARG00000100311
stmn2b	ENSDARG00000070537
	ENSDARG00000113976
slc35f1	ENSDARG00000053003
	ENSDARG00000100554
zic2a	ENSDARG00000015554
	ENSDARG00000117135
mfsd14a1	ENSDARG00000043055
kalrnb	ENSDARG00000063538
	ENSDARG00000110242
zzef1	ENSDARG00000094380
taf2	ENSDARG00000102307
col10a1a	ENSDARG00000054753
ccr12a	ENSDARG00000038541
dnaaf9	ENSDARG00000079056
	ENSDARG00000090882
	ENSDARG00000094637
atp1b1b	ENSDARG00000076833
si:dkey-46i9.3	ENSDARG00000104273
gltpd2b	ENSDARG00000067889
dynlt2b	ENSDARG00000054255
prps1a	ENSDARG00000015524
	ENSDARG00000023168
	ENSDARG00000104211
	ENSDARG00000061873
	ENSDARG00000109821
	ENSDARG00000103998
dbr1	ENSDARG00000056923
hps1	ENSDARG00000026170
st3gal7	ENSDARG00000039064
	ENSDARG00000008095
ccdc167	ENSDARG00000045850
	ENSDARG00000096630
rabgef1	ENSDARG00000014430
zgc:112234	ENSDARG00000105468
CHRNA3	ENSDARG00000100991
	ENSDARG00000096625
myd88	ENSDARG00000010169
asnsd1	ENSDARG00000000540
lamb1a	ENSDARG00000101209
rpp25l	ENSDARG00000070131
tomm6	ENSDARG00000097797
si:zfos-741a10.3	ENSDARG00000098774
bin3	ENSDARG00000099651
aqp8b	ENSDARG00000089749
	ENSDARG00000036462
furinb	ENSDARG00000070971
cfd	ENSDARG00000039579
zgc:110626	ENSDARG00000053159
si:dkey-13n23.3	ENSDARG00000070465
	ENSDARG00000094644
ppp1r14aa	ENSDARG00000011239
svilc	ENSDARG00000017036
ganaba	ENSDARG00000076888
	ENSDARG00000096752
	ENSDARG00000099159
slc13a4	ENSDARG00000059053
cd68	ENSDARG00000055504
si:dkey-51d8.9	ENSDARG00000096217
med11	ENSDARG00000086416
dync1i1	ENSDARG00000060948
slc25a25b	ENSDARG00000035468
sptssb	ENSDARG00000091658
SSBP4	ENSDARG00000056490
	ENSDARG00000096589
mvda	ENSDARG00000099336
f7	ENSDARG00000034862
hivep3a	ENSDARG00000075928
st3gal8	ENSDARG00000007494
	ENSDARG00000090769
ephx4	ENSDARG00000099515
rnf145b	ENSDARG00000032373
cax1	ENSDARG00000045601
	ENSDARG00000094406
erbin	ENSDARG00000044281
nr2c2ap	ENSDARG00000056162
adam11	ENSDARG00000079204
glra4a	ENSDARG00000006865
zgc:101783	ENSDARG00000045824
	ENSDARG00000095477
	ENSDARG00000094614
zbtb41	ENSDARG00000054984
	ENSDARG00000096746
lyrm1	ENSDARG00000026281
neu1	ENSDARG00000008832
LAYN	ENSDARG00000035169
kctd6a	ENSDARG00000043095
ubl3a	ENSDARG00000099532
ITPR1	ENSDARG00000074149
cry4	ENSDARG00000011890
	ENSDARG00000087994
	ENSDARG00000091900
cyp4v2a	ENSDARG00000062132
entpd5a	ENSDARG00000053481
zpax1	ENSDARG00000069251
adra1ba	ENSDARG00000011317
chst2b	ENSDARG00000058585
dpp7	ENSDARG00000027750
	ENSDARG00000089021
ppm1nb	ENSDARG00000057032
si:dkey-85n7.8	ENSDARG00000095793
	ENSDARG00000097955
mapk4	ENSDARG00000110581
ifi27.8	ENSDARG00000092895
	ENSDARG00000092709
gja3	ENSDARG00000021889
pbrm1	ENSDARG00000003877
	ENSDARG00000055683
mfsd4b	ENSDARG00000079571
hrob	ENSDARG00000096229
or41a3	ENSDARG00000068704
pcf11	ENSDARG00000044625
ACBD3	ENSDARG00000024602
FAM161B	ENSDARG00000089467
mrs2	ENSDARG00000062872
pex11a	ENSDARG00000060707
mgst1.2	ENSDARG00000022165
ect2	ENSDARG00000007278
gnrhr4	ENSDARG00000038116
fut9b.5	ENSDARG00000102426
	ENSDARG00000094059
mtus1a	ENSDARG00000071562
	ENSDARG00000096300
cdc14aa	ENSDARG00000013858
cacna1c	ENSDARG00000008398
kif26bb	ENSDARG00000024575
	ENSDARG00000096078
	ENSDARG00000097312
wrn	ENSDARG00000098211
	ENSDARG00000104380
sfrp1b	ENSDARG00000057678
ovca2	ENSDARG00000103748
	ENSDARG00000095186
ipo8	ENSDARG00000058159
tmem151bb	ENSDARG00000079878
harbi1	ENSDARG00000036038
si:dkey-238c7.12	ENSDARG00000095556
pskh1	ENSDARG00000056713
vipr1b	ENSDARG00000059058
mrpl9	ENSDARG00000063249
gpr174	ENSDARG00000079826
ark2ca	ENSDARG00000077906
	ENSDARG00000100716
	ENSDARG00000113964
SLC34A1	ENSDARG00000054658
fam120c	ENSDARG00000019205
nln	ENSDARG00000019233
	ENSDARG00000099436
	ENSDARG00000115774
	ENSDARG00000092780
	ENSDARG00000111519
ndufa10	ENSDARG00000013333
	ENSDARG00000077768
sv2a	ENSDARG00000059945
dnase1	ENSDARG00000012539
eif4enif1	ENSDARG00000016177
PRICKLE3	ENSDARG00000073996
pimr210	ENSDARG00000117171
	ENSDARG00000092939
si:ch211-114l13.13	ENSDARG00000094346
	ENSDARG00000089515
esd	ENSDARG00000019496
tent5bb	ENSDARG00000011797
znf1174	ENSDARG00000100361
ide	ENSDARG00000075570
CACNA2D4	ENSDARG00000026855
cry3b	ENSDARG00000091131
	ENSDARG00000098805
prph2a	ENSDARG00000038018
tnnc2.2	ENSDARG00000070835
	ENSDARG00000097511
asic1a	ENSDARG00000008329
	ENSDARG00000076122
nebl	ENSDARG00000021200
tnnt2e	ENSDARG00000045822
pkp2	ENSDARG00000023026
wtap	ENSDARG00000042642
map3k14a	ENSDARG00000074060
skor1b	ENSDARG00000062448
zgc:194209	ENSDARG00000039356
	ENSDARG00000098454
	ENSDARG00000103556
or94a1	ENSDARG00000104746
	ENSDARG00000093651
	ENSDARG00000105428
galr1b	ENSDARG00000079165
gpatch8	ENSDARG00000059768
rpl36	ENSDARG00000100588
eef1e1	ENSDARG00000071774
c1qb	ENSDARG00000044612
si:dkey-246g23.4	ENSDARG00000013775
	ENSDARG00000099114
lifrb	ENSDARG00000039863
nos1apb	ENSDARG00000058701
pdgfab	ENSDARG00000098578
hdac10	ENSDARG00000086458
	ENSDARG00000092719
	ENSDARG00000087592
	ENSDARG00000095006
arhgap35b	ENSDARG00000060297
	ENSDARG00000101411
nipal4	ENSDARG00000059365
	ENSDARG00000096868
rxrgb	ENSDARG00000004697
wnt7bb	ENSDARG00000071107
stat5b	ENSDARG00000055588
si:ch73-71c20.5	ENSDARG00000097696
	ENSDARG00000104684
	ENSDARG00000096558
si:dkey-7j14.6	ENSDARG00000090552
ankrd13a	ENSDARG00000061901
	ENSDARG00000093904
stk35	ENSDARG00000086856
cyfip1	ENSDARG00000044345
si:ch73-204p21.2	ENSDARG00000097902
macroh2a2	ENSDARG00000087897
zgc:165555	ENSDARG00000112954
	ENSDARG00000096174
cdk18	ENSDARG00000012204
rgs13a	ENSDARG00000017653
	ENSDARG00000102515
sema3gb	ENSDARG00000013607
fgfr1a	ENSDARG00000011027
fzd8a	ENSDARG00000045444
	ENSDARG00000090355
ramp1	ENSDARG00000056704
	ENSDARG00000097688
znf330	ENSDARG00000020494
hist2h3c	ENSDARG00000094154
gpx9	ENSDARG00000003077
ANKFN1	ENSDARG00000060941
zgc:110239	ENSDARG00000077664
sgk2b	ENSDARG00000006598
fkbp14	ENSDARG00000040695
her3	ENSDARG00000076857
olfcq14	ENSDARG00000068549
	ENSDARG00000078279
gnai3	ENSDARG00000030644
ssuh2.2	ENSDARG00000054418
zgc:193811	ENSDARG00000076745
rab5ab	ENSDARG00000007257
igf2bp2b	ENSDARG00000099758
si:dkey-83f18.5	ENSDARG00000089067
	ENSDARG00000099925
ccl19a.1	ENSDARG00000058389
	ENSDARG00000094225
pcp4a	ENSDARG00000053130
si:ch211-209l18.4	ENSDARG00000090847
fahd1	ENSDARG00000031657
crybb2	ENSDARG00000053512
	ENSDARG00000045157
emg1	ENSDARG00000056914
camkk1a	ENSDARG00000035452
stk38l	ENSDARG00000045482
slx9	ENSDARG00000071500
	ENSDARG00000005332
	ENSDARG00000099047
	ENSDARG00000007129
pde12	ENSDARG00000030964
anks1ab	ENSDARG00000078901
nampt2	ENSDARG00000027183
LRRTM4	ENSDARG00000080015
	ENSDARG00000088556
	ENSDARG00000096808
tdh	ENSDARG00000002745
pinx1	ENSDARG00000023532
	ENSDARG00000093977
jag2b	ENSDARG00000021389
sars1	ENSDARG00000008237
cdc42ep4b	ENSDARG00000045036
hsp90b1	ENSDARG00000003570
ezh1	ENSDARG00000037894
septin6	ENSDARG00000010721
vtg5	ENSDARG00000092126
pnp6	ENSDARG00000040942
lnpk	ENSDARG00000006639
fancd2	ENSDARG00000053574
nkain4	ENSDARG00000062699
BBX	ENSDARG00000012699
	ENSDARG00000100381
sema3e	ENSDARG00000036571
	ENSDARG00000095315
zgc:153441	ENSDARG00000054797
bach2b	ENSDARG00000004074
utp23	ENSDARG00000105012
si:dkey-102c8.3	ENSDARG00000113572
	ENSDARG00000089304
prkacba	ENSDARG00000001782
aspg	ENSDARG00000052942
smad1	ENSDARG00000027199
	ENSDARG00000076998
	ENSDARG00000105541
vps45	ENSDARG00000061180
si:ch73-330k17.3	ENSDARG00000097169
	ENSDARG00000097108
nras	ENSDARG00000038225
ponzr2	ENSDARG00000088539
cherp	ENSDARG00000021812
	ENSDARG00000101575
cldnd	ENSDARG00000006580
rrad	ENSDARG00000052011
tmem121b	ENSDARG00000087319
	ENSDARG00000096642
	ENSDARG00000104376
	ENSDARG00000096896
ngdn	ENSDARG00000045372
stx3a	ENSDARG00000051981
	ENSDARG00000095478
kansl3	ENSDARG00000029556
filip1a	ENSDARG00000078419
JMJD1C	ENSDARG00000079939
acaa2	ENSDARG00000038881
	ENSDARG00000094912
mhc2dbb	ENSDARG00000056330
slc22a6l	ENSDARG00000055523
	ENSDARG00000075791
tafazzin	ENSDARG00000041421
zgc:113333	ENSDARG00000038242
PRKAR2B	ENSDARG00000036446
crk	ENSDARG00000055635
synpo2lb	ENSDARG00000078696
pip5k1cb	ENSDARG00000100313
dynlrb2	ENSDARG00000089952
scamp5a	ENSDARG00000018743
mmab	ENSDARG00000068344
si:ch211-159i8.4	ENSDARG00000076332
chchd3b	ENSDARG00000034933
sestd1	ENSDARG00000040614
orai1b	ENSDARG00000004154
lama1	ENSDARG00000102277
znf1187	ENSDARG00000101093
	ENSDARG00000095745
aasdh	ENSDARG00000022730
	ENSDARG00000025218
DISP3	ENSDARG00000036999
dusp23b	ENSDARG00000089245
smyd1a	ENSDARG00000009280
si:dkey-185m8.2	ENSDARG00000099026
ppdpfa	ENSDARG00000007682
si:dkey-12e7.1	ENSDARG00000069328
tmem168a	ENSDARG00000068705
	ENSDARG00000105173
	ENSDARG00000095772
ITPR2	ENSDARG00000011909
mt2	ENSDARG00000041623
elovl1b	ENSDARG00000103735
tasorb	ENSDARG00000013346
cdh1	ENSDARG00000102750
EPHB1	ENSDARG00000076757
gpr85	ENSDARG00000068701
si:dkey-154p10.3	ENSDARG00000068366
hepacama	ENSDARG00000056934
mepceb	ENSDARG00000035771
IGSF10	ENSDARG00000077497
CMPK2	ENSDARG00000031359
ved	ENSDARG00000102389
	ENSDARG00000092762
	ENSDARG00000095929
fhl5	ENSDARG00000014805
LRRTM4	ENSDARG00000078839
cldnj	ENSDARG00000058880
zgc:172128	ENSDARG00000104208
igfbp1b	ENSDARG00000038666
xpo6	ENSDARG00000041217
	ENSDARG00000103504
	ENSDARG00000098423
gatm	ENSDARG00000036239
RBPJL	ENSDARG00000074148
jarid2b	ENSDARG00000062268
	ENSDARG00000105349
	ENSDARG00000069377
EPB41	ENSDARG00000099283
cfl1	ENSDARG00000021124
ovol1b	ENSDARG00000078256
chrnb2	ENSDARG00000017790
smtnl	ENSDARG00000055632
prom1b	ENSDARG00000034007
